Samples	plate	timepoint	genotypeID	chamber	microbiome	well	size.pixels	size.mm2	Fo	Fm	Fv	Fp	Fm_L1	Fm_L2	Fm_L3	Fm_L4	Fm_Lss	Fm_D1	Fm_D2	Fm_D3	Ft_L1	Ft_L2	Ft_L3	Ft_L4	Ft_Lss	Ft_D1	Ft_D2	Ft_D3	Fo_L1	Fo_L2	Fo_L3	Fo_L4	Fo_Lss	Fo_D1	Fo_D2	Fo_D3	Fv_L1	Fv_L2	Fv_L3	Fv_L4	Fv_Lss	Fv_D1	Fv_D2	Fv_D3	Fq_L1	Fq_L2	Fq_L3	Fq_L4	Fq_Lss	Fq_D1	Fq_D2	Fq_D3	QY_max	Fv/Fm_L1	Fv/Fm_L2	Fv/Fm_L3	Fv/Fm_L4	Fv/Fm_Lss	Fv/Fm_D1	Fv/Fm_D2	Fv/Fm_D3	QY_L1	QY_L2	QY_L3	QY_L4	QY_Lss	QY_D1	QY_D2	QY_D3	NPQ_L1	NPQ_L2	NPQ_L3	NPQ_L4	NPQ_Lss	NPQ_D1	NPQ_D2	NPQ_D3	qN_L1	qN_L2	qN_L3	qN_L4	qN_Lss	qN_D1	qN_D2	qN_D3	qP_L1	qP_L2	qP_L3	qP_L4	qP_Lss	qP_D1	qP_D2	qP_D3	qL_L1	qL_L2	qL_L3	qL_L4	qL_Lss	qL_D1	qL_D2	qL_D3	Rfd_L1	Rfd_L2	Rfd_L3	Rfd_L4	Rfd_Lss
P22C5.0C.9M	P68	week3	P22C5	0	9	8	447	68.51	70.63	164.69	94.06	154.12	63.6	49.43	47.17	49.82	52.62	103.43	123.26	129.76	66.16	48.69	45.47	46.66	48.07	50.75	56.53	56.52	42	35.32	34.14	35.51	36.91	56.32	61.73	63.32	21.6	14.11	13.02	14.31	15.7	47.1	61.52	66.43	-2.56	0.74	1.69	3.16	4.54	52.68	66.73	73.23	0.57	0.34	0.29	0.28	0.29	0.3	0.46	0.5	0.51	-0.04	0.02	0.04	0.06	0.09	0.51	0.54	0.56	1.59	2.33	2.49	2.31	2.13	0.59	0.34	0.27	0.82	0.89	0.9	0.89	0.88	0.57	0.4	0.34	-0.12	0.05	0.13	0.22	0.29	1.12	1.08	1.1	-0.19	0.07	0.17	0.29	0.38	1.01	0.99	0.98	1.33	2.17	2.39	2.3	2.21
P22C5.0C.ControlM	P69	initial	P22C5	0	Control	8	585	89.66	53.23	140.04	86.81	144.27	106.27	84.52	79.18	74.46	64.77	121.7	126.67	133.5	110.09	85.93	79.79	73.59	63.82	67.71	69.22	64.36	47.49	42.59	41.19	39.88	36.92	50.34	51.17	52.25	58.78	41.93	37.99	34.58	27.85	71.35	75.5	81.24	-3.82	-1.41	-0.6	0.86	0.95	53.98	57.45	69.14	0.62	0.55	0.5	0.48	0.46	0.43	0.59	0.6	0.61	-0.04	-0.02	-0.01	0.01	0.01	0.44	0.45	0.52	0.32	0.66	0.77	0.88	1.16	0.15	0.11	0.05	0.36	0.57	0.62	0.65	0.73	0.2	0.15	0.07	-0.07	-0.03	-0.02	0.03	0.03	0.76	0.76	0.85	-0.15	-0.07	-0.03	0.05	0.06	1.02	1.03	1.05	0.31	0.68	0.81	0.96	1.26
P22C5.0C.ControlM	P69	week3	P22C5	0	Control	8	677	103.75	54.8	126.08	71.29	116.93	38.79	29.78	28.03	26.98	25.72	66.6	89.66	94.93	40.24	28.47	25.68	24.36	23.51	35.58	43.46	44.93	27.7	22.78	21.74	21.11	20.33	39.47	46.57	47.96	11.09	7	6.29	5.88	5.39	27.12	43.09	46.97	-1.45	1.31	2.35	2.62	2.21	31.02	46.2	50	0.57	0.29	0.24	0.22	0.22	0.21	0.41	0.48	0.49	-0.04	0.04	0.08	0.1	0.09	0.47	0.52	0.53	2.25	3.23	3.5	3.67	3.9	0.89	0.41	0.33	0.89	0.93	0.94	0.94	0.95	0.69	0.46	0.4	-0.13	0.19	0.37	0.45	0.41	1.14	1.07	1.06	-0.19	0.23	0.44	0.52	0.47	1.03	1	1	1.91	3.11	3.55	3.8	3.97
P22C5.9C.0M	P70	initial	P22C5	9	0	8	1426	218.54	17.85	40.99	23.14	44.05	26.07	21.94	21.29	20.49	20.14	30.43	33.39	34.39	26.5	21.12	19.59	18.05	17.77	15.53	16.45	16.01	14.29	12.95	12.73	12.44	12.31	15.51	16.24	16.48	11.78	8.99	8.57	8.06	7.84	14.92	17.15	17.91	-0.43	0.82	1.7	2.44	2.38	14.9	16.93	18.38	0.56	0.45	0.41	0.4	0.39	0.39	0.49	0.51	0.52	-0.02	0.04	0.08	0.12	0.12	0.49	0.51	0.53	0.57	0.87	0.93	1	1.03	0.35	0.23	0.19	0.56	0.68	0.7	0.72	0.73	0.41	0.31	0.27	-0.04	0.09	0.2	0.3	0.3	1	0.99	1.03	-0.07	0.15	0.31	0.44	0.44	1	1	1	0.66	1.09	1.25	1.44	1.48
P22C5.9C.0M	P70	week3	P22C5	9	0	8	536	82.15	50.34	121.59	71.26	117.25	73.82	60.72	56.09	52.12	50.73	80.37	97.03	101.45	78.02	60.98	55.82	51.19	49.2	40.38	44.25	45.1	39.7	35.57	33.93	32.44	31.89	41.52	45.56	46.51	34.12	25.15	22.16	19.68	18.84	38.85	51.47	54.94	-4.2	-0.26	0.27	0.93	1.52	39.99	52.77	56.35	0.59	0.46	0.41	0.4	0.38	0.37	0.48	0.53	0.54	-0.06	0	0	0.02	0.03	0.5	0.54	0.56	0.65	1	1.17	1.33	1.4	0.51	0.25	0.2	0.58	0.71	0.75	0.78	0.79	0.51	0.32	0.27	-0.12	-0.01	0.01	0.05	0.08	1.03	1.03	1.03	-0.24	-0.02	0.02	0.07	0.12	1	1	0.99	0.5	0.92	1.1	1.29	1.38
P22C5.9C.9M	P71	initial	P22C5	9	9	8	875	134.1	17.7	47.83	30.13	49.69	35.65	32.02	30.38	29.09	28.55	39.55	42.24	42.43	34.85	30.81	29.03	28	26.53	17.31	17.66	17.49	15.71	14.97	14.6	14.29	14.16	16.43	16.87	16.9	19.93	17.06	15.78	14.8	14.39	23.13	25.37	25.53	0.8	1.21	1.35	1.09	2.01	22.24	24.58	24.94	0.63	0.56	0.53	0.52	0.51	0.5	0.58	0.6	0.6	0.02	0.04	0.04	0.04	0.07	0.56	0.58	0.59	0.34	0.49	0.57	0.64	0.68	0.21	0.13	0.13	0.38	0.48	0.52	0.56	0.57	0.26	0.18	0.17	0.04	0.07	0.09	0.07	0.14	0.96	0.97	0.98	0.09	0.15	0.17	0.14	0.26	1.01	1.01	1.01	0.43	0.61	0.71	0.77	0.87
P22C5.9C.9M	P71	week3	P22C5	9	9	8	1398	214.25	16.61	38.1	21.49	35.69	20.94	18.15	17.7	16.52	16.48	20.99	23.61	24.43	18.67	15.9	14.83	14.06	13.55	12.38	13.46	13.7	12.24	11.23	11.06	10.59	10.57	12.25	13.11	13.35	8.7	6.92	6.64	5.94	5.91	8.73	10.51	11.08	2.27	2.25	2.87	2.46	2.93	8.61	10.15	10.73	0.56	0.42	0.38	0.38	0.36	0.36	0.42	0.44	0.45	0.11	0.12	0.16	0.15	0.18	0.41	0.43	0.44	0.82	1.1	1.15	1.31	1.31	0.82	0.61	0.56	0.66	0.74	0.75	0.78	0.79	0.66	0.58	0.55	0.26	0.33	0.43	0.41	0.5	0.99	0.97	0.97	0.4	0.46	0.58	0.55	0.63	1	0.99	0.99	0.91	1.24	1.41	1.54	1.63
P22C5.9C.ControlM	P72	initial	P22C5	9	Control	8																																																																																																				
P22C5.9C.ControlM	P72	week3	P22C5	9	Control	8																																																																																																				
P22D3.0C.0M	P67	initial	P22D3	0	0	9	437	66.97	60.69	143.78	83.09	140.87	97.05	84	78.89	75.3	73.18	104.68	112.73	114.06	100.74	84.32	79.22	74.87	72.8	59.81	59.64	56.67	50.44	46.67	45.05	43.86	43.13	52.42	54.37	54.68	46.61	37.33	33.84	31.45	30.05	52.25	58.36	59.39	-3.69	-0.32	-0.34	0.43	0.38	44.87	53.09	57.39	0.58	0.48	0.44	0.43	0.42	0.41	0.5	0.52	0.52	-0.04	0	0	0.01	0.01	0.43	0.47	0.5	0.48	0.71	0.82	0.91	0.96	0.37	0.28	0.26	0.5	0.62	0.66	0.69	0.7	0.43	0.35	0.33	-0.08	-0.01	-0.01	0.01	0.01	0.86	0.91	0.97	-0.16	-0.02	-0.02	0.02	0.02	0.98	1	1	0.4	0.67	0.78	0.88	0.94
P22D3.0C.0M	P67	week3	P22D3	0	0	9	460	70.5	72.95	180.2	107.25	126.66	57.7	46.32	43.82	43.34	41.9	57.05	74.86	83.23	55.31	43.31	39.71	38.38	37.4	33.5	42.29	45.43	39.23	33.62	32.28	32.02	31.22	38.93	46.47	49.57	18.47	12.71	11.54	11.32	10.67	18.12	28.39	33.67	2.4	3.01	4.12	4.96	4.5	23.55	32.57	37.8	0.6	0.32	0.27	0.26	0.26	0.25	0.32	0.38	0.4	0.04	0.06	0.09	0.11	0.11	0.41	0.44	0.45	2.12	2.89	3.11	3.16	3.3	2.16	1.41	1.16	0.87	0.91	0.92	0.92	0.93	0.87	0.79	0.74	0.13	0.24	0.36	0.44	0.42	1.3	1.15	1.12	0.18	0.31	0.44	0.53	0.5	1.12	1.04	1.03	1.29	1.92	2.19	2.3	2.39
P22D3.0C.9M	P68	initial	P22D3	0	9	9	527	80.77	48.41	148.32	99.91	140.69	106.98	94.65	87.94	81.48	75.93	108.1	117.06	118.13	108.5	93.5	86.59	80.73	74.16	49.29	49.74	47.47	42.99	40.85	39.55	38.19	36.92	43.17	44.53	44.69	63.99	53.79	48.39	43.3	39.01	64.93	72.53	73.45	-1.52	1.14	1.35	0.76	1.77	58.8	67.33	70.66	0.67	0.6	0.57	0.55	0.53	0.51	0.6	0.62	0.62	-0.01	0.01	0.02	0.01	0.02	0.54	0.58	0.6	0.39	0.57	0.69	0.82	0.95	0.37	0.27	0.26	0.39	0.5	0.56	0.61	0.65	0.38	0.3	0.29	-0.02	0.02	0.03	0.02	0.05	0.91	0.93	0.96	-0.06	0.05	0.06	0.04	0.09	1.03	1.04	1.02	0.3	0.5	0.62	0.74	0.9
P22D3.0C.9M	P68	week3	P22D3	0	9	9	433	66.36	75.43	225.19	149.76	195.13	95.4	73.38	69.16	63.34	55.78	109.12	149.26	162.54	96.09	70.26	64.89	60.56	52.79	51.88	60.95	62.52	51.82	44.55	42.96	40.64	37.39	55.62	64.45	66.81	43.58	28.82	26.19	22.7	18.39	53.5	84.81	95.73	-0.69	3.11	4.27	2.78	2.99	57.23	88.31	100.03	0.67	0.46	0.39	0.38	0.36	0.33	0.49	0.57	0.59	-0.01	0.04	0.06	0.04	0.05	0.52	0.59	0.62	1.36	2.07	2.26	2.56	3.04	1.06	0.51	0.39	0.75	0.84	0.86	0.88	0.9	0.68	0.47	0.4	-0.02	0.11	0.16	0.12	0.16	1.07	1.04	1.04	-0.03	0.17	0.25	0.18	0.23	1	0.98	0.98	1.03	1.78	2.01	2.22	2.7
P22D3.0C.ControlM	P69	initial	P22D3	0	Control	9	299	45.82	69.93	168.93	99	168.54	118.77	96.26	90.22	88.93	79.84	140.91	144.67	152.41	123.78	96.36	91.34	88.14	79.3	80.78	80.93	75.07	59.52	53.28	51.37	50.95	47.83	64.61	65.39	66.92	59.25	42.98	38.85	37.98	32.01	76.3	79.29	85.48	-5.01	-0.1	-1.12	0.79	0.54	60.14	63.74	77.34	0.59	0.5	0.45	0.43	0.43	0.4	0.54	0.55	0.56	-0.04	0	-0.01	0.01	0.01	0.43	0.44	0.51	0.42	0.75	0.87	0.9	1.12	0.2	0.17	0.11	0.46	0.63	0.67	0.68	0.74	0.27	0.23	0.16	-0.08	0	-0.03	0.02	0.02	0.79	0.8	0.9	-0.18	0	-0.05	0.04	0.03	0.99	1	1.01	0.36	0.75	0.85	0.91	1.13
P22D3.0C.ControlM	P69	week3	P22D3	0	Control	9	475	72.8	73.86	197.73	123.86	178.24	72.57	54.24	49.86	44.42	38.43	96.56	131.23	144.24	73.38	51.39	46.49	40.17	36.23	46.97	56.01	57.96	44.92	37.15	35.04	32.27	28.99	53.09	62.11	64.88	27.65	17.09	14.82	12.16	9.45	43.47	69.13	79.36	-0.81	2.85	3.37	4.25	2.2	49.59	75.22	86.28	0.63	0.38	0.32	0.3	0.27	0.25	0.45	0.53	0.55	-0.01	0.05	0.07	0.1	0.06	0.51	0.57	0.6	1.72	2.65	2.97	3.45	4.14	1.05	0.51	0.37	0.82	0.89	0.91	0.93	0.94	0.7	0.49	0.4	-0.03	0.17	0.23	0.35	0.23	1.14	1.09	1.09	-0.05	0.23	0.3	0.44	0.29	1.01	0.98	0.97	1.43	2.47	2.83	3.44	3.92
P22D3.9C.0M	P70	initial	P22D3	9	0	9	1201	184.06	18.44	46.41	27.97	47.03	29.1	24.84	23.47	21.97	21.86	30.62	34.53	34.98	27.91	22.49	20.93	19.47	18.6	15.6	16.27	15.82	14.91	13.71	13.28	12.79	12.75	15.3	16.22	16.32	14.19	11.13	10.19	9.18	9.11	15.32	18.3	18.66	1.19	2.35	2.54	2.49	3.27	15.03	18.25	19.16	0.6	0.49	0.45	0.43	0.42	0.42	0.5	0.53	0.53	0.04	0.09	0.11	0.11	0.15	0.49	0.53	0.55	0.59	0.87	0.98	1.11	1.12	0.52	0.34	0.33	0.55	0.66	0.69	0.73	0.73	0.51	0.39	0.38	0.08	0.21	0.25	0.27	0.36	0.98	1	1.03	0.16	0.35	0.39	0.41	0.52	1	1	1	0.68	1.09	1.25	1.42	1.53
P22D3.9C.0M	P70	week3	P22D3	9	0	9	515	78.93	61.3	186.85	125.56	165.88	98.62	74.49	68.45	62.38	56.35	96.1	133.48	147.5	98.25	72.05	64.94	56.93	52.81	46.54	55.56	57.31	47.39	41.01	39.11	37.05	34.83	46.8	54.19	56.36	51.23	33.49	29.34	25.34	21.52	49.3	79.29	91.14	0.38	2.44	3.51	5.46	3.54	49.56	77.91	90.19	0.67	0.52	0.45	0.43	0.41	0.38	0.51	0.59	0.62	0	0.03	0.05	0.09	0.06	0.52	0.58	0.61	0.89	1.51	1.73	2	2.32	0.94	0.4	0.27	0.63	0.77	0.8	0.83	0.86	0.65	0.4	0.3	0.01	0.07	0.12	0.22	0.16	1.01	0.98	0.99	0.02	0.13	0.2	0.33	0.25	1	1.01	1.01	0.69	1.3	1.55	1.91	2.14
P22D3.9C.9M	P71	initial	P22D3	9	9	9	1009	154.64	28.82	77.31	48.49	79.15	59.71	51.48	48.8	45.88	43.85	62.53	66.95	69.22	60.94	50.9	47.64	45.03	42.84	27.3	27.96	27.72	25.97	24.28	23.67	22.96	22.44	26.49	27.25	27.62	33.74	27.2	25.14	22.92	21.41	36.04	39.7	41.6	-1.22	0.58	1.16	0.85	1	35.23	38.98	41.51	0.63	0.57	0.53	0.52	0.5	0.49	0.58	0.59	0.6	-0.02	0.01	0.02	0.02	0.02	0.56	0.58	0.6	0.29	0.5	0.58	0.69	0.76	0.24	0.15	0.12	0.34	0.49	0.53	0.58	0.61	0.29	0.21	0.16	-0.04	0.02	0.05	0.04	0.05	0.98	0.98	1	-0.09	0.04	0.09	0.07	0.09	1.01	1.01	1	0.3	0.56	0.66	0.76	0.85
P22D3.9C.9M	P71	week3	P22D3	9	9	9	1281	196.32	27.98	70.1	42.12	54.83	26.4	22	20.67	19.28	19.11	26.62	35.44	40.33	24.11	18.53	16.94	15.22	14.97	15.47	19.25	21.15	16.85	14.94	14.32	13.64	13.55	16.94	20.13	21.61	9.55	7.06	6.35	5.65	5.56	9.68	15.32	18.72	2.3	3.47	3.73	4.06	4.14	11.15	16.19	19.18	0.6	0.36	0.32	0.31	0.29	0.29	0.36	0.43	0.46	0.09	0.16	0.18	0.21	0.22	0.42	0.46	0.48	1.65	2.19	2.39	2.64	2.67	1.63	0.98	0.74	0.82	0.87	0.89	0.9	0.9	0.82	0.69	0.61	0.24	0.49	0.59	0.72	0.75	1.15	1.06	1.02	0.34	0.61	0.69	0.8	0.82	1.05	1.01	1	1.27	1.96	2.24	2.6	2.66
P22D3.9C.ControlM	P72	initial	P22D3	9	Control	9	359	55.02	76.22	185.59	109.37	180.08	131.19	103.05	93.33	83.75	77.12	132.43	152.96	152.12	135.83	104.8	93.47	83.77	77.28	69.18	72.44	70.61	65.13	57.35	54.21	50.83	48.31	65.43	70.08	69.9	66.07	45.7	39.12	32.92	28.81	67	82.89	82.22	-4.64	-1.75	-0.15	-0.01	-0.17	63.25	80.52	81.51	0.59	0.5	0.44	0.42	0.39	0.37	0.51	0.54	0.54	-0.04	-0.02	0	0	0	0.48	0.53	0.54	0.41	0.8	0.99	1.22	1.41	0.4	0.21	0.22	0.45	0.64	0.7	0.76	0.79	0.44	0.28	0.29	-0.07	-0.04	0	0	-0.01	0.94	0.97	0.99	-0.15	-0.07	-0.01	0	-0.01	1	1	1	0.33	0.72	0.93	1.15	1.33
P22D3.9C.ControlM	P72	week3	P22D3	9	Control	9	404	61.92	44.79	121.11	76.32	113.88	62.39	48.36	45.29	40.29	38.19	69.4	93.2	99.7	63.69	47.1	41.51	37.99	36.02	34.34	40.84	40.59	33.22	28.78	27.66	25.71	24.84	35.11	40.32	41.49	29.17	19.58	17.63	14.58	13.35	34.29	52.88	58.21	-1.3	1.26	3.78	2.3	2.17	35.07	52.36	59.11	0.63	0.47	0.4	0.39	0.36	0.35	0.49	0.57	0.58	-0.02	0.03	0.08	0.06	0.06	0.51	0.56	0.59	0.94	1.5	1.67	2.01	2.17	0.75	0.3	0.21	0.67	0.79	0.81	0.85	0.86	0.6	0.35	0.27	-0.04	0.06	0.21	0.16	0.16	1.02	0.99	1.02	-0.09	0.11	0.32	0.23	0.24	1	1	0.99	0.79	1.42	1.74	2	2.16
P22D4.0C.0M	P67	initial	P22D4	0	0	10	716	109.73	71.99	187.72	115.73	187.03	145.84	127.47	119.35	111.97	106.21	153.88	164.17	168.28	149.98	127.62	118.81	111.04	105.1	71.68	72.22	71.05	64.85	60.94	59.02	57.16	55.62	66.39	68.24	68.94	80.99	66.52	60.32	54.81	50.59	87.48	95.93	99.34	-4.14	-0.15	0.53	0.93	1.11	82.19	91.95	97.23	0.62	0.56	0.52	0.51	0.49	0.48	0.57	0.58	0.59	-0.03	0	0	0.01	0.01	0.53	0.56	0.58	0.29	0.47	0.57	0.68	0.77	0.22	0.14	0.12	0.34	0.48	0.53	0.58	0.62	0.28	0.2	0.16	-0.05	0	0.01	0.02	0.02	0.94	0.96	0.98	-0.12	0	0.02	0.03	0.04	1.01	1.01	1.01	0.25	0.47	0.57	0.68	0.78
P22D4.0C.0M	P67	week3	P22D4	0	0	10	730	111.88	82.4	199.59	117.19	143.04	70.47	55.6	50.36	47.57	45.22	69.95	97.41	105.78	68.2	51.89	46.89	44.29	41.1	42.67	54.57	56.81	46.91	39.82	37.06	35.53	34.2	46.68	57.5	60.32	23.56	15.78	13.3	12.04	11.02	23.27	39.91	45.47	2.27	3.71	3.47	3.28	4.12	27.28	42.84	48.97	0.59	0.33	0.28	0.26	0.25	0.24	0.33	0.41	0.43	0.03	0.07	0.07	0.07	0.09	0.39	0.44	0.46	1.83	2.59	2.96	3.2	3.41	1.85	1.05	0.89	0.85	0.9	0.92	0.93	0.93	0.85	0.72	0.67	0.1	0.24	0.26	0.27	0.37	1.17	1.07	1.08	0.14	0.31	0.33	0.34	0.45	1.07	1.02	1.01	1.1	1.76	2.05	2.23	2.48
P22D4.0C.9M	P68	initial	P22D4	0	9	10	676	103.6	68.15	193.22	125.06	189.53	143.72	126	117.91	108.93	101.34	161.11	169.49	171.56	145.92	126.2	117.55	108.63	100.68	72.91	71.85	69.11	60.77	57.36	55.62	53.54	51.64	63.68	64.95	65.25	82.94	68.64	62.29	55.39	49.7	97.43	104.54	106.31	-2.21	-0.2	0.36	0.3	0.66	88.19	97.64	102.44	0.65	0.58	0.54	0.53	0.51	0.49	0.6	0.62	0.62	-0.02	0	0	0	0.01	0.55	0.58	0.6	0.34	0.53	0.64	0.77	0.91	0.2	0.14	0.13	0.37	0.49	0.55	0.6	0.65	0.25	0.18	0.17	-0.03	0	0.01	0.01	0.01	0.91	0.93	0.96	-0.06	-0.01	0.01	0.01	0.03	1.04	1.03	1.02	0.3	0.5	0.61	0.74	0.88
P22D4.0C.9M	P68	week3	P22D4	0	9	10	601	92.11	88.1	248.96	160.87	215.76	110.54	84.92	77.14	70.59	64.11	139.81	184.89	194.52	110.41	80.82	72.56	66.42	60.24	67.15	77.92	77.43	61.05	52.33	49.27	46.51	43.61	69.03	78.47	80.16	49.5	32.59	27.87	24.08	20.5	70.78	106.42	114.36	0.14	4.1	4.58	4.17	3.87	72.66	106.97	117.08	0.65	0.45	0.38	0.36	0.34	0.32	0.51	0.58	0.59	0	0.05	0.06	0.06	0.06	0.52	0.58	0.6	1.25	1.93	2.23	2.53	2.88	0.78	0.35	0.28	0.74	0.83	0.86	0.88	0.9	0.61	0.38	0.32	0	0.13	0.16	0.17	0.19	1.03	1.01	1.02	0.01	0.19	0.24	0.25	0.26	1	1	0.99	0.95	1.67	1.97	2.25	2.58
P22D4.0C.ControlM	P69	initial	P22D4	0	Control	10	288	44.14	81.23	218.94	137.71	221.6	179.26	141.52	131.01	119.96	102.06	191.87	198.01	208.86	182.63	143.27	131.16	118.51	101.46	95.75	97.21	91.32	75.06	67.52	65.03	62.19	57.01	77.19	78.16	79.8	104.2	74	65.98	57.77	45.05	114.68	119.85	129.07	-3.37	-1.75	-0.15	1.45	0.6	96.12	100.79	117.54	0.63	0.58	0.52	0.5	0.48	0.44	0.6	0.61	0.62	-0.02	-0.01	0	0.01	0.01	0.5	0.51	0.56	0.22	0.55	0.67	0.83	1.15	0.14	0.11	0.05	0.28	0.51	0.57	0.63	0.72	0.19	0.15	0.07	-0.03	-0.02	0	0.03	0.01	0.84	0.84	0.91	-0.08	-0.05	0	0.05	0.02	1.04	1.05	1.04	0.21	0.55	0.69	0.87	1.18
P22D4.0C.ControlM	P69	week3	P22D4	0	Control	10	484	74.18	79.94	219.52	139.59	197.49	81.43	57.01	51.09	44.97	40.86	101.46	146.73	156.32	84.38	55.4	48.03	42.61	38.15	51.86	65.27	67.07	49.42	39.22	36.33	33.12	30.84	56.15	67.71	69.68	32.01	17.79	14.76	11.85	10.02	45.32	79.03	86.64	-2.95	1.61	3.06	2.36	2.71	49.61	81.46	89.25	0.64	0.39	0.31	0.29	0.26	0.25	0.45	0.54	0.55	-0.04	0.03	0.06	0.05	0.07	0.49	0.56	0.57	1.7	2.85	3.3	3.88	4.37	1.16	0.5	0.4	0.81	0.9	0.92	0.94	0.95	0.72	0.48	0.42	-0.09	0.09	0.21	0.2	0.27	1.09	1.03	1.03	-0.16	0.13	0.27	0.26	0.34	1.01	0.99	0.99	1.34	2.57	3.11	3.63	4.18
P22D4.9C.0M	P70	initial	P22D4	9	0	10	1213	185.9	20.95	47.37	26.42	49.74	31.83	27.25	25.7	23.85	23.2	35.08	38.86	39.51	30.42	24.79	23.18	21.83	20.26	17.6	18.67	18.28	17.23	15.79	15.26	14.59	14.34	18.14	19.1	19.26	14.6	11.45	10.44	9.26	8.85	16.94	19.76	20.25	1.41	2.45	2.51	2.02	2.94	17.48	20.19	21.23	0.56	0.46	0.42	0.41	0.39	0.38	0.48	0.51	0.51	0.04	0.09	0.1	0.08	0.13	0.5	0.52	0.54	0.49	0.74	0.84	0.99	1.04	0.35	0.22	0.2	0.52	0.64	0.67	0.72	0.73	0.42	0.3	0.28	0.1	0.21	0.24	0.22	0.33	1.03	1.02	1.05	0.17	0.34	0.37	0.33	0.47	1	1	1	0.64	1.01	1.15	1.28	1.45
P22D4.9C.0M	P70	week3	P22D4	9	0	10	363	55.63	90.07	248.31	158.24	237.71	145.12	112.73	103.1	94.98	88.8	144.83	191.62	207.38	151.21	112.91	101.49	92.16	87.13	70.94	82.95	83.95	71.6	62.71	59.61	56.8	54.53	71.53	81.34	84.05	73.52	50.02	43.49	38.18	34.26	73.3	110.28	123.33	-6.08	-0.18	1.61	2.83	1.66	73.89	108.68	123.44	0.64	0.51	0.44	0.42	0.4	0.39	0.51	0.58	0.59	-0.04	0	0.02	0.03	0.02	0.51	0.57	0.6	0.71	1.2	1.41	1.61	1.8	0.71	0.3	0.2	0.58	0.73	0.77	0.8	0.82	0.59	0.34	0.25	-0.08	0	0.04	0.07	0.05	1.01	0.99	1	-0.17	-0.01	0.06	0.12	0.08	1	1	1	0.57	1.11	1.34	1.58	1.73
P22D4.9C.9M	P71	initial	P22D4	9	9	10	999	153.1	24.9	68.7	43.8	72.06	54.51	47.3	45.09	42.06	40.35	58.54	62.11	63.35	55.75	47.28	44.25	41.32	39.6	24.25	25.11	24.79	22.75	21.39	20.93	20.25	19.84	23.42	23.98	24.16	31.76	25.91	24.17	21.81	20.5	35.11	38.13	39.19	-1.24	0.02	0.84	0.74	0.75	34.29	37	38.56	0.64	0.58	0.55	0.54	0.52	0.51	0.6	0.61	0.62	-0.02	0	0.02	0.02	0.02	0.59	0.6	0.61	0.26	0.45	0.52	0.63	0.7	0.17	0.11	0.08	0.31	0.45	0.49	0.55	0.58	0.22	0.15	0.12	-0.04	0	0.03	0.03	0.04	0.98	0.97	0.98	-0.1	0	0.07	0.07	0.07	1.01	1.02	1.01	0.29	0.52	0.63	0.74	0.82
P22D4.9C.9M	P71	week3	P22D4	9	9	10	959	146.97	27.68	66.3	38.61	57.03	33.02	26.71	24.28	22.15	21.07	28.18	34.81	37.74	31.73	24.05	21.9	18.93	17.89	17.05	20.51	22	19.48	17.1	16.07	15.11	14.6	17.69	20.09	21.03	13.54	9.61	8.21	7.04	6.47	10.49	14.72	16.7	1.3	2.66	2.38	3.22	3.18	11.13	14.3	15.74	0.58	0.41	0.36	0.34	0.32	0.31	0.37	0.42	0.44	0.04	0.1	0.1	0.15	0.15	0.39	0.41	0.42	1.01	1.48	1.73	1.99	2.15	1.35	0.9	0.76	0.71	0.8	0.84	0.86	0.87	0.78	0.68	0.63	0.1	0.28	0.29	0.46	0.49	1.06	0.97	0.94	0.16	0.39	0.4	0.57	0.6	1.02	0.99	0.99	0.8	1.37	1.6	2.01	2.19
P22D4.9C.ControlM	P72	initial	P22D4	9	Control	10	274	41.99	70.44	177.67	107.23	170.88	140.97	115.94	104.46	94.31	87.24	139.41	155.84	157.24	144.88	116.42	102.55	91.66	85.24	63.17	67.03	67.32	63.85	58.16	55.12	52.16	49.92	63.53	66.73	66.99	77.12	57.78	49.34	42.15	37.32	75.88	89.1	90.25	-3.91	-0.48	1.91	2.65	2	76.23	88.8	89.92	0.6	0.55	0.5	0.47	0.45	0.43	0.54	0.57	0.57	-0.03	0	0.02	0.03	0.02	0.55	0.57	0.57	0.26	0.53	0.7	0.88	1.04	0.27	0.14	0.13	0.32	0.52	0.6	0.66	0.71	0.34	0.2	0.18	-0.05	-0.01	0.04	0.06	0.05	1	1	1	-0.12	-0.02	0.07	0.11	0.09	1	1	1	0.18	0.47	0.67	0.86	1
P22D4.9C.ControlM	P72	week3	P22D4	9	Control	10	571	87.51	79.6	211.5	131.89	201.3	121.99	95.59	87.5	79.18	74.36	123.74	167.38	180.4	127.91	95.49	86.79	79.38	74.14	66.97	77.75	78.55	62.38	54.66	51.91	48.87	46.99	62.83	72.42	74.75	59.61	40.93	35.59	30.31	27.37	60.91	94.96	105.65	-5.93	0.1	0.71	-0.21	0.22	56.77	89.63	101.85	0.62	0.49	0.43	0.41	0.38	0.37	0.49	0.57	0.59	-0.05	0	0.01	0	0	0.46	0.54	0.56	0.73	1.21	1.42	1.67	1.84	0.71	0.26	0.17	0.6	0.74	0.78	0.81	0.83	0.59	0.32	0.23	-0.1	0	0.02	-0.01	0.01	0.93	0.94	0.96	-0.2	0	0.03	-0.01	0.01	0.99	1.01	1.01	0.57	1.11	1.32	1.54	1.72
